icd10_code,three_digit,long_desc,major,sub_chapter,chapter
S24.133S,S24,"Anterior cord syndrome at T7-T10 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.134A,S24,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.134S,S24,"Anterior cord syndrome at T11-T12 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.139A,S24,"Anterior cord syndrome at unspecified level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.139S,S24,"Anterior cord syndrome at unspecified level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.141A,S24,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.141S,S24,"Brown-Sequard syndrome at T1 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.142A,S24,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.142S,S24,"Brown-Sequard syndrome at T2-T6 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.143A,S24,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.143S,S24,"Brown-Sequard syndrome at T7-T10 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.144A,S24,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.144S,S24,"Brown-Sequard syndrome at T11-T12 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.149A,S24,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.149S,S24,"Brown-Sequard syndrome at unspecified level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.151A,S24,"Other incomplete lesion at T1 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.151S,S24,"Other incomplete lesion at T1 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.152A,S24,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.152S,S24,"Other incomplete lesion at T2-T6 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.153A,S24,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.153S,S24,"Other incomplete lesion at T7-T10 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.154A,S24,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.154S,S24,"Other incomplete lesion at T11-T12 level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.159A,S24,"Other incomplete lesion at unspecified level of thoracic spinal cord, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.159S,S24,"Other incomplete lesion at unspecified level of thoracic spinal cord, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.2XXA,S24,"Injury of nerve root of thoracic spine, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.2XXS,S24,"Injury of nerve root of thoracic spine, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.4XXA,S24,"Injury of thoracic sympathetic nervous system, initial encounter",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S24.4XXS,S24,"Injury of thoracic sympathetic nervous system, sequela",Injury of nerves and spinal cord at thorax level,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
M99.01,M99,Segmental and somatic dysfunction of cervical region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.02,M99,Segmental and somatic dysfunction of thoracic region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.03,M99,Segmental and somatic dysfunction of lumbar region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.11,M99,Subluxation complex (vertebral) of cervical region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.12,M99,Subluxation complex (vertebral) of thoracic region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.13,M99,Subluxation complex (vertebral) of lumbar region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.14,M99,Subluxation complex (vertebral) of sacral region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.15,M99,Subluxation complex (vertebral) of pelvic region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.18,M99,Subluxation complex (vertebral) of rib cage,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.19,M99,Subluxation complex (vertebral) of abdomen and other regions,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.21,M99,Subluxation stenosis of neural canal of cervical region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.22,M99,Subluxation stenosis of neural canal of thoracic region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.23,M99,Subluxation stenosis of neural canal of lumbar region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.24,M99,Subluxation stenosis of neural canal of sacral region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.25,M99,Subluxation stenosis of neural canal of pelvic region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.28,M99,Subluxation stenosis of neural canal of rib cage,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.29,M99,Subluxation stenosis of neural canal of abdomen and other regions,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.31,M99,Osseous stenosis of neural canal of cervical region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.32,M99,Osseous stenosis of neural canal of thoracic region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.33,M99,Osseous stenosis of neural canal of lumbar region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M99.34,M99,Osseous stenosis of neural canal of sacral region,"Biomechanical lesions, not elsewhere classified","Biomechanical Lesions, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
